id	gene	deltaPSI	deltaPSIc	z	p	q
chr21_46604389_46604508_+	ADARB1	0.16	0.165	0.8	0.67	0
chr20_33509347_33509403_+	ACSS2	-0.14	-0.125	-0.41	0.47	0
chr1_204118831_204119090_-	ETNK2	-0.15	-0.135	-0.45	0.49	0
chr22_38239918_38240328_-	ANKRD54	0.07	0.085	0.47	0.5	0
chr10_97447004_97447112_-	TCTN3	-0.14	-0.135	-0.45	0.49	0
chr19_58921332_58921458_+	ZNF584	0.22	0.235	1.09	0.86	0
chr20_32262030_32262195_-	NECAB3	-0.15	-0.135	-0.45	0.49	0
chr17_34856670_34856799_-	MYO19	-0.2	-0.195	-0.7	0.62	0
chr22_22841203_22843791_-	ZNF280B	0.17	0.185	0.88	0.72	0
chr20_32262030_32262226_-	NECAB3	-0.15	-0.135	-0.45	0.49	0
chr3_9739395_9739550_+	MTMR14	0.31	0.325	1.46	1.14	0
chr4_1953835_1953958_+	WHSC1	-0.09	-0.075	-0.2	0.38	0
chr18_33952643_33952707_+	FHOD3	-0.36	-0.355	-1.36	1.06	0
chr2_27851891_27852036_+	GPN1	-0.11	-0.095	-0.28	0.41	0
chr14_95660873_95660933_-	CLMN	0.16	0.165	0.8	0.67	0
chr14_91845003_91846229_-	CCDC88C	0.05	0.055	0.34	0.44	0
chr6_31514255_31514385_-	ATP6V1G2-DDX39B	0.15	0.155	0.76	0.65	0
chr1_144867921_144868172_-	PDE4DIP	0.51	0.525	2.29	1.96	0.27
chr3_142548534_142548573_-	PCOLCE2	-0.22	-0.215	-0.78	0.66	0
chr19_44500245_44501706_+	ZNF155	-0.11	-0.095	-0.28	0.41	0
chr12_110016970_110017087_+	MVK	0.14	0.155	0.76	0.65	0
chr3_142548534_142548688_-	PCOLCE2	-0.13	-0.125	-0.41	0.47	0
chr10_70246831_70246969_-	SLC25A16	-0.53	-0.525	-2.06	1.71	0.13
chr16_28935724_28936003_-	RABEP2	-0.16	-0.155	-0.53	0.53	0
chr12_110290066_110290542_-	GLTP	-0.12	-0.115	-0.36	0.44	0
chr16_89989774_89989866_+	TUBB3	0.12	0.125	0.63	0.58	0
chr8_74439604_74440039_-	STAU2	-0.18	-0.165	-0.57	0.55	0
chr16_90085719_90085881_-	DBNDD1	0.01	0.015	0.18	0.37	0
chr10_50723247_50725167_-	ERCC6-PGBD3	-0.12	-0.115	-0.36	0.44	0
chr1_172410597_172411970_-	PIGC	0.32	0.325	1.46	1.14	0
chr19_12833291_12833386_-	TNPO2	0.11	0.125	0.63	0.58	0
chr1_113249700_113250025_-	RHOC	0.16	0.165	0.8	0.67	0
chr19_57908416_57908532_+	ZNF548	-0.11	-0.095	-0.28	0.41	0
chr10_70276508_70276600_-	SLC25A16	-0.41	-0.395	-1.53	1.2	0
chr7_91977261_91977330_+	ANKIB1	0.16	0.175	0.84	0.7	0
chr11_71701643_71701709_+	RNF121	0.3	0.305	1.38	1.08	0
chr14_58894990_58895181_+	KIAA0586	0.03	0.045	0.3	0.42	0
chr20_30310421_30310701_-	BCL2L1	-0.07	-0.055	-0.11	0.34	0
chr16_88726928_88727045_-	MVD	0.07	0.085	0.47	0.5	0
chr22_46643007_46643118_-	CDPF1	0.55	0.555	2.42	2.11	0.38
chr14_50781309_50781344_+	ATP5S	0.3	0.305	1.38	1.08	0
chr19_57987028_57987154_-	ZNF772	-0.14	-0.135	-0.45	0.49	0
chr11_65338153_65338226_+	SSSCA1	-0.17	-0.165	-0.57	0.55	0
chr19_19612778_19612852_+	GATAD2A	-0.2	-0.195	-0.7	0.62	0
chr2_208489786_208489973_-	METTL21A	0.09	0.095	0.51	0.52	0
chr9_35662943_35663071_-	ARHGEF39	-0.22	-0.205	-0.74	0.64	0
chr15_30685455_30685752_-	CHRFAM7A	0.38	0.385	1.71	1.36	0
chr12_111054553_111054709_+	TCTN1	0.1	0.125	0.63	0.58	0
chr4_89329676_89329769_+	HERC6	-0.12	-0.105	-0.32	0.43	0
chr4_89199296_89199794_-	PPM1K	0.32	0.325	1.46	1.14	0
chr19_19904643_19906469_-	ZNF506	0.04	0.055	0.34	0.44	0
chr11_101832472_101834611_+	KIAA1377	-0.15	-0.135	-0.45	0.49	0
chr21_34635098_34636818_+	IFNAR2	-0.28	-0.265	-0.99	0.79	0
chr20_30959581_30959677_+	ASXL1	-0.34	-0.325	-1.23	0.96	0
chr17_78402396_78402460_+	ENDOV	-0.11	-0.085	-0.24	0.39	0
chrX_119410740_119410902_-	TMEM255A	0.11	0.125	0.63	0.58	0
chr1_64038113_64038364_+	EFCAB7	0.09	0.095	0.51	0.52	0
chr16_1407701_1407833_+	GNPTG	0.35	0.375	1.67	1.32	0
chr11_46639810_46639925_+	ATG13	0.37	0.375	1.67	1.32	0
chr22_40513059_40513132_+	TNRC6B	0.31	0.315	1.42	1.11	0
chr19_11836016_11836142_-	ZNF823	-0.21	-0.205	-0.74	0.64	0
chr1_151076038_151076151_+	GABPB2	-0.02	-0.005	0.09	0.33	0
chr7_95064190_95064303_-	PON2	-0.16	-0.145	-0.49	0.51	0
chr10_98714710_98718683_+	LCOR	-0.56	-0.555	-2.19	1.85	0.21
chr16_89726948_89727891_+	SPATA33	0.33	0.335	1.5	1.18	0
chr12_49717938_49718175_+	TROAP	-0.23	-0.215	-0.78	0.66	0
chr4_898425_898567_-	GAK	-0.3	-0.285	-1.07	0.85	0
chr7_139482465_139482528_+	TBXAS1	-0.32	-0.305	-1.15	0.9	0
chr10_50723247_50725167_-	PGBD3	-0.12	-0.115	-0.36	0.44	0
chr12_125613092_125614006_+	AACS	-0.17	-0.155	-0.53	0.53	0
chr7_91874216_91874485_-	KRIT1	-0.04	-0.035	-0.03	0.31	0
chr10_28276315_28276472_-	ARMC4	0.14	0.145	0.71	0.62	0
chr3_52019223_52019287_+	ACY1	-0.38	-0.365	-1.4	1.09	0
chr6_4994966_4995510_-	RPP40	0.13	0.135	0.67	0.6	0
chr3_71823596_71823658_-	PROK2	-0.07	-0.075	-0.2	0.38	0
chr11_73589828_73589864_+	PAAF1	-0.24	-0.225	-0.82	0.69	0
chr5_94253601_94253678_-	MCTP1	0.2	0.205	0.96	0.77	0
chr19_37870950_37871274_+	ZNF527	0.27	0.285	1.3	1.01	0
chr1_33815198_33815486_-	PHC2	-0.17	-0.165	-0.57	0.55	0
chr19_16675848_16675943_-	SLC35E1	0.12	0.125	0.63	0.58	0
chrX_148692970_148693146_-	TMEM185A	-0.04	-0.035	-0.03	0.31	0
chr6_30611306_30612456_+	ATAT1	-0.1	-0.085	-0.24	0.39	0
chr7_64139555_64139714_+	ZNF107	0.2	0.215	1	0.8	0
chr5_94266448_94267696_-	MCTP1	0.1	0.105	0.55	0.54	0
chr14_64457129_64457287_+	SYNE2	-0.27	-0.265	-0.99	0.79	0
chr14_74416996_74417198_+	COQ6	0.44	0.445	1.96	1.6	0.08
chr19_54059099_54059162_+	ZNF331	-0.32	-0.305	-1.15	0.9	0
chr15_30673906_30674079_-	CHRFAM7A	0.81	0.825	3.53	3.68	1.47
chr1_45804179_45804328_-	MUTYH	0.25	0.265	1.21	0.95	0
chr6_112575661_112575790_-	LAMA4	0.32	0.325	1.46	1.14	0
chr11_10874251_10876665_-	ZBED5	-0.23	-0.225	-0.82	0.69	0
chr3_52592265_52592429_-	PBRM1	0.24	0.245	1.13	0.89	0
chr19_41289683_41289745_+	RAB4B	-0.28	-0.265	-0.99	0.79	0
chr17_55756910_55757482_+	MSI2	-0.37	-0.365	-1.4	1.09	0
chr2_3447550_3447577_+	TRAPPC12	-0.21	-0.205	-0.74	0.64	0
chr11_120280103_120280159_+	ARHGEF12	0.24	0.245	1.13	0.89	0
chr8_681140_681239_-	ERICH1	-0.39	-0.385	-1.48	1.16	0
chr18_3450320_3450503_+	TGIF1	-0.04	-0.035	-0.03	0.31	0
chr11_120906442_120906653_+	TBCEL	0.05	0.065	0.38	0.45	0
chr11_120957487_120957648_+	TBCEL	-0.14	-0.125	-0.41	0.47	0
chr3_40557351_40559200_+	ZNF620	-0.15	-0.145	-0.49	0.51	0
chr15_78829642_78829714_+	HYKK	-0.08	-0.065	-0.16	0.36	0
chr2_37217791_37217942_-	HEATR5B	-0.21	-0.205	-0.74	0.64	0
chr8_72267017_72267144_-	EYA1	-0.16	-0.145	-0.49	0.51	0
chr17_17786019_17786177_-	TOM1L2	0.27	0.275	1.25	0.98	0
chr18_48510857_48510933_+	ELAC1	-0.18	-0.155	-0.53	0.53	0
chr22_37457579_37457669_+	KCTD17	0.2	0.205	0.96	0.77	0
chr8_17941490_17941603_-	ASAH1	-0.27	-0.265	-0.99	0.79	0
chr16_29930822_29930954_-	KCTD13	0.08	0.105	0.55	0.54	0
chrX_53710819_53711114_-	HUWE1	0.12	0.135	0.67	0.6	0
chr21_34947783_34948114_-	DONSON	-0.34	-0.325	-1.23	0.96	0
chr6_137332411_137332589_-	IL20RA	0.1	0.105	0.55	0.54	0
chr19_38264301_38264385_-	ZNF573	0.32	0.335	1.5	1.18	0
chr11_770812_770903_-	PDDC1	0.01	0.025	0.22	0.38	0
chr7_151432986_151433349_-	PRKAG2	0.11	0.115	0.59	0.56	0
chr8_135577230_135577395_-	ZFAT	0.4	0.405	1.79	1.44	0
chr20_33501899_33501974_+	ACSS2	-0.14	-0.135	-0.45	0.49	0
chr5_133912458_133912586_+	PHF15	-0.15	-0.135	-0.45	0.49	0
chr4_186605908_186606000_-	SORBS2	-0.37	-0.365	-1.4	1.09	0
chr6_56954987_56955072_+	ZNF451	-0.27	-0.255	-0.94	0.76	0
chr20_3846330_3846922_+	MAVS	-0.13	-0.125	-0.41	0.47	0
chr7_66233818_66234012_+	KCTD7	0.37	0.375	1.67	1.32	0
chr1_48877136_48877260_-	SPATA6	-0.03	-0.025	0.01	0.3	0
chr22_38206034_38206164_+	GCAT	-0.29	-0.275	-1.03	0.82	0
chr16_3336023_3336149_+	ZNF263	-0.14	-0.125	-0.41	0.47	0
chr16_71736501_71736634_-	PHLPP2	-0.19	-0.175	-0.61	0.57	0
chr17_12887848_12888225_+	ARHGAP44	-0.21	-0.205	-0.74	0.64	0
chr19_54372660_54372852_+	MYADM	-0.13	-0.125	-0.41	0.47	0
chr6_17771345_17771449_-	KIF13A	0.01	0.025	0.22	0.38	0
chr17_79895056_79895115_-	PYCR1	0.14	0.145	0.71	0.62	0
chr11_893427_893519_-	CHID1	-0.18	-0.165	-0.57	0.55	0
chr1_43916829_43916982_-	HYI	-0.32	-0.315	-1.19	0.93	0
chr1_205781936_205782304_-	SLC41A1	0.31	0.315	1.42	1.11	0
chrX_129843217_129843305_-	ENOX2	0.1	0.105	0.55	0.54	0
chr4_16204085_16204203_-	TAPT1	-0.2	-0.185	-0.65	0.59	0
chr7_87473069_87473179_-	SLC25A40	-0.39	-0.375	-1.44	1.13	0
chr15_90898583_90898648_+	ZNF774	0.27	0.285	1.3	1.01	0
chr6_90305635_90305733_+	ANKRD6	0.38	0.395	1.75	1.4	0
chr11_9007258_9007303_-	NRIP3	-0.16	-0.145	-0.49	0.51	0
chr10_98714710_98718648_+	LCOR	-0.56	-0.555	-2.19	1.85	0.21
chr4_89776518_89777177_-	FAM13A	0.09	0.105	0.55	0.54	0
chr10_98703870_98704002_+	LCOR	-0.4	-0.385	-1.48	1.16	0
chr10_98714710_98718690_+	LCOR	-0.56	-0.555	-2.19	1.85	0.21
chr19_37663529_37663615_-	ZNF585A	-0.02	-0.005	0.09	0.33	0
chr12_56871967_56872046_-	GLS2	-0.33	-0.315	-1.19	0.93	0
chr2_109367720_109367901_+	RANBP2	-0.1	-0.085	-0.24	0.39	0
chr18_3450210_3450503_+	TGIF1	-0.04	-0.035	-0.03	0.31	0
chr18_6171827_6171941_-	L3MBTL4	-0.16	-0.145	-0.49	0.51	0
chr15_55562363_55562484_-	RAB27A	0.18	0.185	0.88	0.72	0
chr9_14180658_14180791_-	NFIB	0.08	0.095	0.51	0.52	0
chr4_85648014_85648064_-	WDFY3	-0.28	-0.275	-1.03	0.82	0
chr9_79256888_79256896_-	PRUNE2	0.42	0.425	1.88	1.52	0.03
chr19_37675724_37677830_-	ZNF585B	-0.01	0.005	0.13	0.35	0
chr9_108118493_108118662_+	SLC44A1	0.17	0.175	0.84	0.7	0
chr3_158542967_158543090_+	MFSD1	0.25	0.265	1.21	0.95	0
chr19_19296843_19296907_-	MEF2BNB-MEF2B	-0.09	-0.075	-0.2	0.38	0
chr19_39874139_39875566_+	SAMD4B	-0.4	-0.385	-1.48	1.16	0
chr10_123903087_123903221_+	TACC2	0.02	0.035	0.26	0.4	0
chr19_57987105_57987154_-	ZNF772	-0.1	-0.095	-0.28	0.41	0
chr19_37689841_37689910_-	ZNF585B	0.32	0.325	1.46	1.14	0
chr1_155731981_155732165_-	GON4L	-0.13	-0.105	-0.32	0.43	0
chr15_72410021_72410340_-	MYO9A	0.26	0.265	1.21	0.95	0
chr12_133768075_133768092_+	ZNF268	0.12	0.135	0.67	0.6	0
chr3_58127585_58127623_+	FLNB	-0.09	-0.085	-0.24	0.39	0
chr1_23765654_23765723_-	ASAP3	-0.17	-0.155	-0.53	0.53	0
chr19_58002839_58002965_+	ZNF419	-0.37	-0.355	-1.36	1.06	0
chr1_161138222_161138366_+	PPOX	-0.49	-0.465	-1.82	1.46	0
chr4_20709425_20709493_+	PACRGL	0.83	0.825	3.53	3.68	1.47
chr10_97110966_97111133_-	SORBS1	0.17	0.175	0.84	0.7	0
chr16_67693806_67693939_-	ACD	-0.14	-0.125	-0.41	0.47	0
chr16_4404602_4405164_-	CORO7	-0.11	-0.095	-0.28	0.41	0
chr4_27009605_27009628_+	STIM2	0.04	0.055	0.34	0.44	0
chr14_21486616_21486663_-	NDRG2	-0.36	-0.345	-1.32	1.03	0
chr16_4404545_4405164_-	CORO7	-0.11	-0.095	-0.28	0.41	0
chrX_119392505_119394883_-	TMEM255A	-0.15	-0.145	-0.49	0.51	0
chr10_124739930_124740211_+	PSTK	0.1	0.115	0.59	0.56	0
chr12_44152839_44153003_+	IRAK4	0.13	0.145	0.71	0.62	0
chr10_27434348_27436597_-	YME1L1	-0.11	-0.095	-0.28	0.41	0
chr22_47193341_47193517_+	TBC1D22A	0.15	0.165	0.8	0.67	0
chr3_196612022_196613565_+	SENP5	-0.3	-0.295	-1.11	0.87	0
chr3_36527626_36527741_+	STAC	-0.09	-0.075	-0.2	0.38	0
chr11_8413426_8414257_-	STK33	-0.12	-0.115	-0.36	0.44	0
chr7_95064190_95064510_-	PON2	-0.16	-0.145	-0.49	0.51	0
chr17_5366849_5367009_-	DHX33	-0.03	-0.015	0.05	0.32	0
chr22_50895463_50895540_-	SBF1	-0.16	-0.155	-0.53	0.53	0
chr7_95064190_95064288_-	PON2	-0.16	-0.145	-0.49	0.51	0
chr14_27018886_27018987_-	NOVA1	0.23	0.235	1.09	0.86	0
chr12_16500076_16500118_+	MGST1	-0.14	-0.125	-0.41	0.47	0
chr2_54342641_54342893_+	ACYP2	-0.2	-0.195	-0.7	0.62	0
chr19_1914978_1915025_+	SCAMP4	-0.13	-0.115	-0.36	0.44	0
chr6_131907889_131908077_-	MED23	0.17	0.185	0.88	0.72	0
chr2_216903132_216904083_-	PECR	-0.32	-0.305	-1.15	0.9	0
chr19_12543885_12544011_-	ZNF443	-0.17	-0.155	-0.53	0.53	0
chr16_89724269_89724356_+	SPATA33	-0.36	-0.355	-1.36	1.06	0
chr2_216861052_216861188_-	PECR	-0.13	-0.115	-0.36	0.44	0
chr17_35715942_35716059_-	ACACA	0.19	0.205	0.96	0.77	0
chr17_47809913_47810082_-	FAM117A	-0.26	-0.255	-0.94	0.76	0
chr11_118897313_118897398_-	SLC37A4	-0.47	-0.455	-1.77	1.42	0
chr22_32026790_32026810_-	PISD	-0.2	-0.185	-0.65	0.59	0
chr5_151122383_151122520_-	ATOX1	0.15	0.155	0.76	0.65	0
chr11_73589824_73589864_+	PAAF1	-0.16	-0.155	-0.53	0.53	0
chr1_17312958_17313127_-	ATP13A2	-0.03	-0.015	0.05	0.32	0
chr9_129958753_129958910_+	RALGPS1	0.07	0.075	0.42	0.47	0
chr13_50586071_50587304_+	TRIM13	-0.24	-0.235	-0.86	0.71	0
chr12_3069083_3069206_+	TEAD4	0.33	0.335	1.5	1.18	0
chr1_155580032_155580123_+	MSTO1	-0.13	-0.115	-0.36	0.44	0
chr2_202000921_202004600_+	CFLAR	0.21	0.215	1	0.8	0
chr5_94267658_94267696_-	MCTP1	0.18	0.185	0.88	0.72	0
chrX_149931038_149931210_+	MTMR1	0.25	0.265	1.21	0.95	0
chr1_33361156_33361245_-	TMEM54	-0.2	-0.195	-0.7	0.62	0
chrX_149931038_149931380_+	MTMR1	0.25	0.265	1.21	0.95	0
chr3_78696779_78696805_-	ROBO1	-0.25	-0.235	-0.86	0.71	0
chr1_232649603_232651312_-	SIPA1L2	0.08	0.085	0.47	0.5	0
chr6_18186003_18186041_+	KDM1B	0.1	0.115	0.59	0.56	0
chr5_140021900_140022004_+	TMCO6	-0.1	-0.085	-0.24	0.39	0
chr1_156722021_156722240_-	HDGF	-0.24	-0.235	-0.86	0.71	0
chr1_1328059_1328183_-	CCNL2	0.53	0.545	2.37	2.05	0.34
chr7_766847_766978_-	PRKAR1B	-0.09	-0.085	-0.24	0.39	0
chr8_99130068_99130093_+	POP1	0.09	0.095	0.51	0.52	0
chr12_111157788_111158009_-	PPP1CC	0.21	0.225	1.05	0.83	0
chr17_74723052_74723260_+	METTL23	0.08	0.095	0.51	0.52	0
chr5_66124602_66124710_+	MAST4	-0.05	-0.045	-0.07	0.33	0
chr6_31633351_31633627_-	GPANK1	-0.26	-0.245	-0.9	0.74	0
chr17_17787948_17788082_-	TOM1L2	0.21	0.215	1	0.8	0
chr15_78829642_78829713_+	HYKK	-0.08	-0.065	-0.16	0.36	0
chr3_170825809_170825951_-	TNIK	-0.24	-0.225	-0.82	0.69	0
chr1_35972213_35972736_-	KIAA0319L	-0.08	-0.055	-0.11	0.34	0
chr11_120957487_120960316_+	TBCEL	-0.14	-0.125	-0.41	0.47	0
chr8_37728796_37730697_-	RAB11FIP1	0.1	0.095	0.51	0.52	0
chr2_74649280_74649502_+	WDR54	-0.16	-0.165	-0.57	0.55	0
chr15_30112730_30112877_-	TJP1	0.15	0.155	0.76	0.65	0
chr10_50723151_50725167_-	PGBD3	-0.12	-0.115	-0.36	0.44	0
chr15_30114205_30114231_-	TJP1	-0.12	-0.115	-0.36	0.44	0
chr11_85989441_85989749_+	EED	-0.12	-0.105	-0.32	0.43	0
chr10_74468041_74468114_+	MCU	0.49	0.515	2.25	1.91	0.25
chr1_36448222_36449010_+	AGO3	0.56	0.575	2.5	2.21	0.43
chr4_87622394_87622954_+	PTPN13	-0.19	-0.165	-0.57	0.55	0
chr10_33491840_33491923_-	NRP1	-0.38	-0.365	-1.4	1.09	0
chr3_185212942_185213103_-	TMEM41A	0.22	0.225	1.05	0.83	0
chr1_178861365_178861442_+	RALGPS2	-0.28	-0.265	-0.99	0.79	0
chr2_27558784_27558895_-	GTF3C2	-0.12	-0.105	-0.32	0.43	0
chr10_134155717_134155775_+	LRRC27	-0.08	-0.065	-0.16	0.36	0
chr19_6438735_6438832_-	SLC25A23	0.36	0.365	1.63	1.29	0
chr3_9471634_9471735_+	SETD5	-0.17	-0.155	-0.53	0.53	0
chr3_130397779_130398329_-	PIK3R4	-0.16	-0.155	-0.53	0.53	0
chr14_104193129_104193179_+	ZFYVE21	-0.18	-0.175	-0.61	0.57	0
chr17_18188742_18188834_-	TOP3A	-0.24	-0.225	-0.82	0.69	0
chr11_8985756_8986320_-	TMEM9B	-0.08	-0.065	-0.16	0.36	0
chr11_63993522_63993622_-	TRPT1	-0.29	-0.275	-1.03	0.82	0
chr2_152727356_152727375_-	CACNB4	0.05	0.055	0.34	0.44	0
chr15_30664350_30664544_-	CHRFAM7A	0.29	0.295	1.34	1.05	0
chr17_12883375_12883550_+	ARHGAP44	-0.24	-0.235	-0.86	0.71	0
chr1_155658450_155658489_-	YY1AP1	0.27	0.285	1.3	1.01	0
chr2_224864_224920_-	SH3YL1	-0.06	-0.055	-0.11	0.34	0
chr14_24470593_24470726_+	DHRS4L2	0.29	0.305	1.38	1.08	0
chr1_155658450_155658477_-	YY1AP1	0.27	0.285	1.3	1.01	0
chr19_7691022_7691156_-	XAB2	-0.14	-0.135	-0.45	0.49	0
chr17_41120121_41121203_-	PTGES3L	-0.37	-0.355	-1.36	1.06	0
chr2_230786596_230786679_-	TRIP12	0.16	0.165	0.8	0.67	0
chr3_101395449_101395962_-	ZBTB11	-0.12	-0.105	-0.32	0.43	0
chr6_84304093_84304200_-	SNAP91	0.45	0.455	2	1.64	0.08
chr2_230786596_230786668_-	TRIP12	0.16	0.165	0.8	0.67	0
chr6_84310990_84311157_-	SNAP91	-0.11	-0.105	-0.32	0.43	0
chr19_7712240_7712397_+	STXBP2	-0.4	-0.385	-1.48	1.16	0
chr14_68944365_68944816_+	RAD51B	0.52	0.525	2.29	1.96	0.27
chr3_9798451_9798888_+	OGG1	-0.08	-0.075	-0.2	0.38	0
chr12_56871742_56871880_-	GLS2	-0.42	-0.405	-1.57	1.24	0
chr17_4578873_4579179_-	PELP1	-0.24	-0.235	-0.86	0.71	0
chr12_110290350_110290542_-	GLTP	-0.12	-0.115	-0.36	0.44	0
chr12_110290470_110290542_-	GLTP	-0.12	-0.115	-0.36	0.44	0
chr11_130130751_130131757_-	ZBTB44	-0.21	-0.195	-0.7	0.62	0
chr5_81549887_81550611_+	ATG10	-0.06	-0.055	-0.11	0.34	0
chr17_39975782_39976301_+	FKBP10	-0.46	-0.445	-1.73	1.38	0
chr6_2770429_2770595_+	WRNIP1	-0.15	-0.135	-0.45	0.49	0
chr1_100440527_100440625_+	SLC35A3	-0.01	0.005	0.13	0.35	0
chr12_133498019_133503748_-	ZNF605	-0.15	-0.135	-0.45	0.49	0
chr9_108123472_108123611_+	SLC44A1	0.22	0.225	1.05	0.83	0
chr12_42523561_42523653_-	GXYLT1	0.03	0.035	0.26	0.4	0
chr19_57908416_57908719_+	ZNF548	-0.11	-0.095	-0.28	0.41	0
chr19_37686783_37686921_-	ZNF585B	0.08	0.095	0.51	0.52	0
chr19_57984413_57985789_-	ZNF772	-0.48	-0.475	-1.86	1.5	0.03
chr15_72410021_72410422_-	MYO9A	0.26	0.265	1.21	0.95	0
chr14_50778088_50778151_-	L2HGDH	0.17	0.175	0.84	0.7	0
chr19_57984518_57985789_-	ZNF772	-0.48	-0.475	-1.86	1.5	0.03
chr12_110437328_110437589_+	ANKRD13A	0.23	0.245	1.13	0.89	0
chr14_35591776_35591841_+	KIAA0391	-0.43	-0.415	-1.61	1.27	0
chr3_134204899_134205044_+	CEP63	-0.23	-0.215	-0.78	0.66	0
chr1_38463635_38463804_-	FHL3	-0.32	-0.315	-1.19	0.93	0
chr9_98774507_98776842_+	ERCC6L2	0.2	0.205	0.96	0.77	0
chr6_109962721_109962819_-	AK9	0.17	0.175	0.84	0.7	0
chr22_30689148_30689308_-	TBC1D10A	-0.02	-0.005	0.09	0.33	0
chr2_179209013_179209087_+	OSBPL6	-0.18	-0.175	-0.61	0.57	0
chr15_85149760_85150120_+	ZSCAN2	0.23	0.245	1.13	0.89	0
chr12_54106559_54106630_-	CALCOCO1	0.23	0.235	1.09	0.86	0
chr3_98489965_98490034_+	ST3GAL6	0.18	0.195	0.92	0.75	0
chr2_24387179_24387204_+	FAM228B	0.23	0.235	1.09	0.86	0
chr15_99903430_99903470_+	LRRC28	-0.13	-0.115	-0.36	0.44	0
chr2_70905836_70906093_-	ADD2	0.18	0.185	0.88	0.72	0
chr20_30733115_30733226_+	TM9SF4	0.16	0.175	0.84	0.7	0
chrX_44919854_44920009_+	KDM6A	-0.04	-0.035	-0.03	0.31	0
chr16_75200668_75200811_+	ZFP1	0.14	0.145	0.71	0.62	0
chr9_108380240_108380373_+	FKTN	0.14	0.135	0.67	0.6	0
chr12_44537328_44537427_+	TMEM117	0.08	0.085	0.47	0.5	0
chr16_11680742_11680797_-	LITAF	0.15	0.165	0.8	0.67	0
chr19_11941098_11941224_+	ZNF440	-0.2	-0.185	-0.65	0.59	0
chr10_103874163_103874703_-	LDB1	-0.07	-0.055	-0.11	0.34	0
chr14_24761858_24761990_-	DHRS1	-0.18	-0.165	-0.57	0.55	0
chrX_101856808_101859087_+	ARMCX5	-0.01	-0.005	0.09	0.33	0
chr12_510742_510850_+	CCDC77	0.1	0.115	0.59	0.56	0
chr20_32000102_32000232_-	SNTA1	-0.27	-0.265	-0.99	0.79	0
chr16_89724656_89724829_+	SPATA33	0.15	0.155	0.76	0.65	0
chr16_15793586_15794348_+	NDE1	0.06	0.065	0.38	0.45	0
chr12_510803_510850_+	CCDC77	0.1	0.115	0.59	0.56	0
chr19_44589867_44593766_+	ZNF284	-0.14	-0.125	-0.41	0.47	0
chr16_15785099_15785180_+	NDE1	0.16	0.175	0.84	0.7	0
chr17_58964411_58964487_+	BCAS3	0.2	0.215	1	0.8	0
chr16_15793586_15793679_+	NDE1	0.06	0.065	0.38	0.45	0
chr3_52181004_52181111_-	POC1A	-0.1	-0.085	-0.24	0.39	0
chr5_102469253_102469352_+	PPIP5K2	0.17	0.165	0.8	0.67	0
chr10_75523248_75523359_+	SEC24C	-0.15	-0.135	-0.45	0.49	0
chr22_40804317_40804433_+	SGSM3	-0.19	-0.175	-0.61	0.57	0
chr20_61557791_61557823_-	DIDO1	-0.01	-0.005	0.09	0.33	0
chr6_79607909_79608015_+	IRAK1BP1	0.37	0.375	1.67	1.32	0
chr2_152695140_152695893_-	CACNB4	-0.26	-0.245	-0.9	0.74	0
chr5_151122384_151122520_-	ATOX1	0.15	0.155	0.76	0.65	0
chr12_57999354_57999514_+	DTX3	-0.21	-0.195	-0.7	0.62	0
chr2_152695328_152695893_-	CACNB4	-0.26	-0.245	-0.9	0.74	0
chr9_114303937_114306712_+	ZNF483	-0.17	-0.165	-0.57	0.55	0
chr15_73995113_73995427_+	CD276	0.02	0.025	0.22	0.38	0
chr10_64979638_64979743_-	JMJD1C	0.09	0.095	0.51	0.52	0
chr22_22838774_22843791_-	ZNF280B	0.17	0.185	0.88	0.72	0
chr15_74324913_74325039_+	PML	-0.21	-0.195	-0.7	0.62	0
chr6_37400996_37401153_+	CMTR1	-0.16	-0.155	-0.53	0.53	0
chr10_65225255_65225641_-	JMJD1C	0.48	0.485	2.12	1.77	0.16
chr17_42977142_42977227_+	FAM187A	-0.33	-0.325	-1.23	0.96	0
chr2_217498118_217498688_+	IGFBP2	-0.25	-0.245	-0.9	0.74	0
chr2_3425652_3425741_+	TRAPPC12	0.18	0.185	0.88	0.72	0
chr14_91844985_91846229_-	CCDC88C	0.05	0.055	0.34	0.44	0
chr18_47800556_47800720_-	MBD1	0.14	0.145	0.71	0.62	0
chr11_18034398_18034465_-	SERGEF	-0.22	-0.215	-0.78	0.66	0
chr6_31514255_31514359_-	ATP6V1G2-DDX39B	0.15	0.155	0.76	0.65	0
chr11_47491868_47493654_-	CELF1	-0.21	-0.205	-0.74	0.64	0
chr16_23649780_23649913_-	PALB2	0.11	0.115	0.59	0.56	0
chr15_44068237_44068349_-	ELL3	-0.16	-0.155	-0.53	0.53	0
chr11_120957487_120959054_+	TBCEL	-0.14	-0.125	-0.41	0.47	0
chr11_120957487_120957805_+	TBCEL	-0.14	-0.125	-0.41	0.47	0
chr1_14075930_14075982_+	PRDM2	-0.24	-0.235	-0.86	0.71	0
chr17_440268_440416_-	VPS53	-0.12	-0.115	-0.36	0.44	0
chr22_26000344_26000420_+	ADRBK2	0.42	0.435	1.92	1.56	0.04
chr8_74206101_74206673_-	RPL7	0.21	0.225	1.05	0.83	0
