id	gene	deltaPSI	deltaPSIc	z	p	q
chr17_73284635_73284672_-	SLC25A19	-0.14	-0.135	-0.71	0.62	0
chr5_140998365_140998481_-	DIAPH1	0.01	0.015	-0.03	0.31	0
chr3_169854154_169854453_-	PHC3	-0.18	-0.175	-0.89	0.73	0
chr14_68944365_68944816_+	RAD51B	0.12	0.125	0.46	0.49	0
chr14_68944365_68944768_+	RAD51B	0.12	0.125	0.46	0.49	0
chr20_35925748_35925937_+	MANBAL	0.09	0.095	0.33	0.43	0
chr6_111499605_111499914_+	SLC16A10	-0.28	-0.265	-1.3	1.01	0
chr16_2255770_2255876_+	MLST8	-0.06	-0.045	-0.3	0.42	0
chr19_9645864_9645955_-	ZNF426	0.08	0.085	0.28	0.41	0
chr15_64648187_64648386_-	CSNK1G1	-0.14	-0.135	-0.71	0.62	0
chr9_131553014_131553054_+	TBC1D13	0.04	0.045	0.1	0.34	0
chr1_150974641_150974799_-	FAM63A	0.31	0.315	1.32	1.03	0
chrX_15768093_15768288_+	CA5B	-0.36	-0.365	-1.75	1.4	0
chr16_29874136_29874186_-	CDIPT	-0.43	-0.415	-1.98	1.62	0.06
chr4_128597060_128597220_+	INTU	-0.13	-0.125	-0.67	0.6	0
chr10_52833934_52834661_+	PRKG1	0.14	0.145	0.56	0.54	0
chr2_45789792_45789895_-	SRBD1	-0.09	-0.075	-0.44	0.48	0
chr12_100635421_100635623_-	DEPDC4	-0.24	-0.215	-1.07	0.85	0
chr1_43316358_43316414_+	ZNF691	0.05	0.075	0.24	0.39	0
chr1_155580016_155580123_+	MSTO1	0.35	0.355	1.5	1.18	0
chr16_8961906_8962200_-	CARHSP1	-0.07	-0.065	-0.39	0.46	0
chr17_34954595_34954686_+	DHRS11	-0.2	-0.205	-1.03	0.82	0
chr9_37887601_37888589_-	SLC25A51	0.25	0.265	1.1	0.87	0
chr11_61595233_61596069_+	FADS2	-0.19	-0.185	-0.94	0.76	0
chr16_3705850_3705938_+	DNASE1	0.26	0.255	1.05	0.83	0
chr17_41116460_41116499_-	AARSD1	-0.06	-0.045	-0.3	0.42	0
chr6_121433532_121433805_-	TBC1D32	-0.1	-0.085	-0.48	0.5	0
chr2_110551885_110552114_+	RGPD5	0.26	0.265	1.1	0.87	0
chr12_48495252_48495255_-	SENP1	-0.02	-0.005	-0.12	0.34	0
chr18_77121739_77121992_+	ATP9B	-0.08	-0.075	-0.44	0.48	0
chr19_12543101_12543251_-	ZNF443	0.01	0.025	0.01	0.3	0
chr14_102695604_102695994_-	MOK	-0.2	-0.185	-0.94	0.76	0
chr9_101983261_101983329_-	ALG2	0.37	0.375	1.6	1.26	0
chr7_114304328_114310038_+	FOXP2	-0.13	-0.125	-0.67	0.6	0
chr15_67636401_67636529_+	IQCH	0.69	0.685	3	2.87	0.74
chr14_24584484_24584502_+	DCAF11	0.02	0.015	-0.03	0.31	0
chr2_24285889_24286191_+	MFSD2B	-0.36	-0.355	-1.7	1.35	0
chr8_1828214_1828330_+	ARHGEF10	0.25	0.255	1.05	0.83	0
chr7_7607238_7607319_+	MIOS	-0.43	-0.435	-2.07	1.72	0.11
chr15_30673906_30674079_-	CHRFAM7A	0.5	0.505	2.18	1.83	0.17
chr5_150282703_150282744_-	ZNF300	0.05	0.055	0.15	0.36	0
chrX_112065483_112065764_-	AMOT	0.12	0.115	0.42	0.47	0
chrX_112065483_112066354_-	AMOT	0.12	0.115	0.42	0.47	0
chr2_172314481_172314579_+	DCAF17	0.04	0.045	0.1	0.34	0
chr2_172314481_172314585_+	DCAF17	0.08	0.085	0.28	0.41	0
chr3_47554811_47554880_-	ELP6	-0.3	-0.295	-1.43	1.12	0
chr16_28915021_28915147_+	ATP2A1	0.07	0.075	0.24	0.39	0
chr16_20807662_20810389_-	ERI2	0.19	0.195	0.78	0.66	0
chr1_114214356_114214458_+	MAGI3	-0.1	-0.105	-0.57	0.55	0
chr19_8315994_8316133_+	CERS4	0.19	0.195	0.78	0.66	0
chr1_223462465_223462619_-	SUSD4	0.12	0.115	0.42	0.47	0
chr1_100503653_100503872_+	HIAT1	-0.29	-0.285	-1.39	1.08	0
chr19_44529494_44529630_+	ZNF222	0.27	0.285	1.19	0.93	0
chr15_25652214_25652409_-	UBE3A	0.13	0.135	0.51	0.52	0
chr14_51467401_51467546_-	TRIM9	-0.14	-0.125	-0.67	0.6	0
chr13_50586071_50587316_+	TRIM13	0.19	0.195	0.78	0.66	0
chr10_51859738_51859824_+	FAM21A	-0.06	-0.055	-0.35	0.44	0
chr19_41209627_41209760_-	ADCK4	-0.11	-0.105	-0.57	0.55	0
chr2_242447421_242447777_-	STK25	-0.14	-0.135	-0.71	0.62	0
chr16_3335681_3335754_+	ZNF263	0.31	0.295	1.23	0.96	0
chr16_29874136_29874597_-	CDIPT	-0.43	-0.415	-1.98	1.62	0.06
chr1_95657106_95663163_+	TMEM56	0.3	0.295	1.23	0.96	0
chr2_233497938_233498716_+	EFHD1	0.13	0.125	0.46	0.49	0
chr12_9075229_9075252_+	PHC1	0.36	0.355	1.5	1.18	0
chr1_1656277_1656861_-	SLC35E2	0.04	0.045	0.1	0.34	0
chr15_43857065_43857190_-	PPIP5K1	-0.33	-0.315	-1.52	1.19	0
chr19_53868960_53869012_+	ZNF525	0.44	0.445	1.91	1.55	0.02
chr19_53868966_53869012_+	ZNF525	0.44	0.445	1.91	1.55	0.02
chr6_27440440_27440460_-	ZNF184	0.33	0.325	1.37	1.07	0
chr11_58601570_58602310_-	GLYATL2	0.26	0.255	1.05	0.83	0
chr9_98717010_98717204_+	ERCC6L2	-0.05	-0.055	-0.35	0.44	0
chr19_53898426_53898446_+	ZNF765	0.08	0.075	0.24	0.39	0
chr10_95658331_95658508_+	SLC35G1	-0.13	-0.115	-0.62	0.57	0
chr3_17665341_17665405_-	TBC1D5	0.34	0.335	1.41	1.1	0
chr1_155948156_155948318_-	ARHGEF2	0.05	0.055	0.15	0.36	0
chr2_197597170_197597530_+	CCDC150	-0.11	-0.105	-0.57	0.55	0
chr2_85582678_85582839_+	ELMOD3	-0.05	-0.045	-0.3	0.42	0
chr2_197597170_197597522_+	CCDC150	-0.11	-0.105	-0.57	0.55	0
chr12_38713963_38716388_+	ALG10B	-0.16	-0.155	-0.8	0.67	0
chr7_76109827_76110094_+	DTX2	0.15	0.165	0.65	0.59	0
chr9_91003346_91003453_+	SPIN1	-0.15	-0.145	-0.76	0.65	0
chr12_38713963_38715129_+	ALG10B	-0.16	-0.155	-0.8	0.67	0
chr12_102283866_102283999_+	DRAM1	0.07	0.075	0.24	0.39	0
chr19_44589867_44591471_+	ZNF223	-0.04	-0.035	-0.26	0.4	0
chr6_56954874_56955072_+	ZNF451	-0.07	-0.065	-0.39	0.46	0
chr6_99910474_99910691_-	USP45	0.06	0.075	0.24	0.39	0
chr11_18596894_18596959_-	UEVLD	-0.11	-0.095	-0.53	0.53	0
chr6_111498415_111498868_+	SLC16A10	-0.38	-0.365	-1.75	1.4	0
chr1_174200283_174200493_+	RABGAP1L	-0.11	-0.095	-0.53	0.53	0
chr2_96576121_96576193_-	ANKRD36C	-0.01	-0.005	-0.12	0.34	0
chr2_11312051_11312171_+	PQLC3	-0.12	-0.115	-0.62	0.57	0
chr3_179437728_179437822_+	USP13	-0.1	-0.085	-0.48	0.5	0
chr16_74712797_74712846_-	MLKL	-0.04	-0.025	-0.21	0.38	0
chr12_70133180_70133649_+	RAB3IP	0.11	0.115	0.42	0.47	0
chr9_108123472_108123611_+	SLC44A1	0.22	0.225	0.92	0.75	0
chr1_22828792_22828934_+	ZBTB40	0.23	0.235	0.96	0.77	0
chr13_95748023_95748433_-	ABCC4	0.13	0.125	0.46	0.49	0
chr17_73916088_73916188_-	FBF1	-0.1	-0.085	-0.48	0.5	0
chr8_1772181_1772279_+	ARHGEF10	-0.2	-0.195	-0.98	0.79	0
chr7_104909253_104909316_-	SRPK2	-0.09	-0.095	-0.53	0.53	0
chr9_37887648_37888589_-	SLC25A51	0.25	0.265	1.1	0.87	0
chr17_73805029_73805120_+	UNK	0.28	0.285	1.19	0.93	0
chr11_3844847_3844970_+	PGAP2	0.19	0.195	0.78	0.66	0
chr4_88967794_88968022_+	PKD2	0.26	0.265	1.1	0.87	0
chr16_11827838_11827855_-	TXNDC11	-0.08	-0.055	-0.35	0.44	0
chr6_133849863_133850040_+	EYA4	-0.25	-0.245	-1.21	0.95	0
chr19_1358587_1358692_+	MUM1	0.26	0.275	1.14	0.9	0
chr14_24563520_24563643_+	PCK2	-0.07	-0.065	-0.39	0.46	0
chr16_8738386_8738582_+	METTL22	-0.14	-0.125	-0.67	0.6	0
chr6_133849863_133851364_+	EYA4	-0.25	-0.245	-1.21	0.95	0
chr18_3449702_3450503_+	TGIF1	0.03	0.035	0.06	0.32	0
chr21_45725683_45725818_+	PFKL	0.1	0.095	0.33	0.43	0
chr19_45162010_45162362_+	PVR	0.01	0.005	-0.08	0.33	0
chr7_114304328_114310039_+	FOXP2	-0.13	-0.125	-0.67	0.6	0
chr22_45130907_45131042_+	PRR5	0.29	0.295	1.23	0.96	0
chr1_17312958_17313127_-	ATP13A2	-0.14	-0.135	-0.71	0.62	0
chr8_86020897_86022035_+	LRRCC1	0.13	0.135	0.51	0.52	0
chr4_56352560_56352716_-	CLOCK	-0.13	-0.125	-0.67	0.6	0
chr5_53467614_53467758_-	ARL15	0.12	0.125	0.46	0.49	0
chr2_85582678_85582721_+	ELMOD3	0.01	0.015	-0.03	0.31	0
chr2_85582199_85582293_+	ELMOD3	0.13	0.135	0.51	0.52	0
chr12_54069960_54071182_-	ATP5G2	-0.13	-0.115	-0.62	0.57	0
chr9_91003334_91003453_+	SPIN1	-0.15	-0.145	-0.76	0.65	0
chr12_54106559_54106630_-	CALCOCO1	0.05	0.055	0.15	0.36	0
chr20_35925699_35925937_+	MANBAL	0.09	0.095	0.33	0.43	0
chr2_109150857_109151050_+	LIMS1	0.42	0.415	1.78	1.43	0
chr19_8315960_8316133_+	CERS4	0.15	0.155	0.6	0.56	0
chr19_38055155_38057193_-	ZNF571	-0.14	-0.125	-0.67	0.6	0
chr5_159535552_159535621_-	PWWP2A	-0.08	-0.085	-0.48	0.5	0
chr14_50110278_50110388_-	POLE2	0.2	0.205	0.83	0.69	0
chr1_100487942_100489826_+	SLC35A3	-0.18	-0.175	-0.89	0.73	0
chr19_57908416_57908532_+	ZNF548	0.24	0.245	1.01	0.81	0
chr9_108110639_108110732_+	SLC44A1	0.2	0.205	0.83	0.69	0
chr11_65307484_65307624_-	LTBP3	-0.06	-0.055	-0.35	0.44	0
chr19_53360825_53360853_-	ZNF28	0.37	0.365	1.55	1.22	0
chr4_89042787_89042944_-	ABCG2	-0.16	-0.145	-0.76	0.65	0
chr5_39388407_39388469_-	DAB2	-0.38	-0.375	-1.8	1.44	0.01
chr4_104020940_104021040_-	BDH2	-0.22	-0.205	-1.03	0.82	0
chr20_30310421_30310701_-	BCL2L1	0.19	0.195	0.78	0.66	0
chr1_1407143_1407469_+	ATAD3B	-0.16	-0.135	-0.71	0.62	0
chr19_58024390_58024519_+	ZNF773	-0.3	-0.285	-1.39	1.08	0
chr16_3336023_3336149_+	ZNF263	0.2	0.195	0.78	0.66	0
chr18_21723060_21723223_+	CABYR	-0.23	-0.205	-1.03	0.82	0
chrX_148692970_148693146_-	TMEM185A	0.11	0.125	0.46	0.49	0
chr19_58003481_58003652_+	ZNF419	-0.35	-0.335	-1.61	1.27	0
chr22_46644069_46644182_-	CDPF1	0.42	0.425	1.82	1.46	0.01
chr19_58004224_58005588_+	ZNF419	-0.02	-0.005	-0.12	0.34	0
chr6_30312936_30313175_+	RPP21	0.15	0.145	0.56	0.54	0
chr4_120156445_120156566_+	USP53	0.05	0.055	0.15	0.36	0
chr17_41120107_41121203_-	PTGES3L	-0.08	-0.065	-0.39	0.46	0
chr4_103674980_103675152_-	MANBA	-0.07	-0.075	-0.44	0.48	0
chr14_102695551_102695994_-	MOK	-0.2	-0.185	-0.94	0.76	0
chr6_20151416_20151493_-	MBOAT1	-0.27	-0.275	-1.34	1.05	0
chr17_79172677_79172771_-	AZI1	0.3	0.295	1.23	0.96	0
chr20_50721671_50722183_-	ZFP64	-0.2	-0.195	-0.98	0.79	0
chr14_24584395_24584502_+	DCAF11	0.02	0.015	-0.03	0.31	0
chr8_146054830_146054989_+	ZNF7	0.36	0.365	1.55	1.22	0
chr2_238600859_238601164_+	LRRFIP1	0.19	0.185	0.74	0.64	0
chr11_71689132_71689281_+	RNF121	0.08	0.085	0.28	0.41	0
chr16_88039696_88039789_+	BANP	0.22	0.215	0.87	0.72	0
chr15_73996000_73996338_+	CD276	-0.1	-0.095	-0.53	0.53	0
chr17_73284583_73284672_-	SLC25A19	-0.1	-0.095	-0.53	0.53	0
chr11_5687211_5687319_-	TRIM5	0.03	0.045	0.1	0.34	0
chr7_66532272_66532390_+	TYW1	-0.14	-0.125	-0.67	0.6	0
chr15_43277085_43277140_-	UBR1	-0.12	-0.105	-0.57	0.55	0
chr19_53321197_53321284_-	ZNF28	0.17	0.165	0.65	0.59	0
chr20_5159468_5159602_+	CDS2	0.41	0.415	1.78	1.43	0
chrX_37312389_37316548_+	PRRG1	-0.38	-0.385	-1.84	1.48	0.01
chr16_772084_772134_+	FAM173A	-0.39	-0.385	-1.84	1.48	0.01
chr11_118403632_118403722_+	TMEM25	-0.26	-0.255	-1.25	0.98	0
chr12_48739128_48739257_-	ZNF641	0.19	0.195	0.78	0.66	0
chr19_58290119_58291912_+	ZNF586	-0.05	-0.035	-0.26	0.4	0
chr19_57908416_57908542_+	ZNF548	0.12	0.125	0.46	0.49	0
chr10_99393104_99393344_-	MORN4	-0.15	-0.145	-0.76	0.65	0
chr1_114215944_114216087_+	MAGI3	0.04	0.045	0.1	0.34	0
chr17_58765381_58765556_+	BCAS3	0.1	0.095	0.33	0.43	0
chr16_11785906_11785938_-	TXNDC11	-0.24	-0.235	-1.16	0.91	0
chr1_155579979_155580123_+	MSTO1	0.35	0.355	1.5	1.18	0
chr20_43565535_43565617_+	PABPC1L	0.21	0.215	0.87	0.72	0
chr20_43561776_43561826_+	PABPC1L	0.33	0.335	1.41	1.1	0
chr14_52344335_52344375_+	GNG2	0.17	0.175	0.69	0.61	0
chr2_110551851_110552114_+	RGPD5	0.26	0.265	1.1	0.87	0
chr19_58016028_58016154_+	ZNF773	-0.34	-0.325	-1.57	1.24	0
chr11_105947234_105947434_-	KBTBD3	0.3	0.305	1.28	1	0
chr8_17581181_17581342_-	MTUS1	-0.11	-0.095	-0.53	0.53	0
chr4_25749055_25750186_-	SEL1L3	-0.32	-0.305	-1.48	1.16	0
chr10_71243447_71243632_+	TSPAN15	0.11	0.125	0.46	0.49	0
chr11_3845113_3845145_+	PGAP2	0.3	0.305	1.28	1	0
chr15_55562363_55562484_-	RAB27A	0.03	0.035	0.06	0.32	0
chr10_52086965_52087082_-	SGMS1	0.38	0.375	1.6	1.26	0
chr10_17204165_17204236_-	TRDMT1	0.22	0.215	0.87	0.72	0
chr14_31806682_31806800_-	HEATR5A	-0.24	-0.225	-1.12	0.88	0
chr1_178861365_178861442_+	RALGPS2	-0.11	-0.095	-0.53	0.53	0
chr19_3017838_3017857_-	TLE2	0.16	0.155	0.6	0.56	0
chr20_44054214_44054881_+	PIGT	-0.22	-0.215	-1.07	0.85	0
chr16_89724656_89724985_+	SPATA33	-0.01	-0.005	-0.12	0.34	0
chr17_18761097_18761166_+	PRPSAP2	-0.05	-0.025	-0.21	0.38	0
chr19_58921373_58921458_+	ZNF584	0.26	0.265	1.1	0.87	0
chr6_161586609_161586745_-	AGPAT4	0.28	0.285	1.19	0.93	0
chr12_133657518_133657658_+	ZNF140	0.22	0.235	0.96	0.77	0
chr19_54057784_54057947_+	ZNF331	0.13	0.125	0.46	0.49	0
chr4_26756495_26756973_+	TBC1D19	-0.41	-0.395	-1.89	1.53	0.02
chr10_72083619_72083786_-	LRRC20	0.03	0.025	0.01	0.3	0
chrX_48455866_48456002_+	WDR13	0.1	0.105	0.37	0.45	0
chr12_133657597_133657658_+	ZNF140	0.22	0.235	0.96	0.77	0
chr6_31856746_31856847_-	EHMT2	0.17	0.175	0.69	0.61	0
chr2_99735014_99735149_-	TSGA10	0.32	0.325	1.37	1.07	0
chrX_99986406_99986522_-	SYTL4	-0.16	-0.155	-0.8	0.67	0
chr12_115117718_115117777_-	TBX3	0.06	0.065	0.19	0.37	0
chr2_24929437_24930757_+	NCOA1	0.35	0.355	1.5	1.18	0
chr11_130130751_130131824_-	ZBTB44	-0.14	-0.135	-0.71	0.62	0
chrX_99959807_99959882_-	SYTL4	0.2	0.195	0.78	0.66	0
chr4_123843490_123843597_-	NUDT6	0.22	0.215	0.87	0.72	0
chr22_50827415_50827540_+	PPP6R2	-0.09	-0.085	-0.48	0.5	0
chr9_123232389_123232498_-	CDK5RAP2	-0.21	-0.195	-0.98	0.79	0
chr12_65218352_65218813_+	TBC1D30	0.07	0.075	0.24	0.39	0
chr17_53084867_53084958_+	STXBP4	-0.35	-0.335	-1.61	1.27	0
chr9_95087588_95087630_-	NOL8	0.22	0.225	0.92	0.75	0
chr6_26465455_26465634_+	BTN2A1	0.18	0.185	0.74	0.64	0
chr11_93535001_93535142_+	MED17	-0.24	-0.235	-1.16	0.91	0
chr10_131665405_131665531_-	EBF3	0.29	0.285	1.19	0.93	0
chr20_55748052_55748366_-	BMP7	-0.27	-0.275	-1.34	1.05	0
chr22_20040883_20041074_+	TANGO2	-0.21	-0.195	-0.98	0.79	0
chr4_88979135_88979255_+	PKD2	-0.11	-0.095	-0.53	0.53	0
chr17_75303223_75303279_+	SEPT9	0.05	0.045	0.1	0.34	0
chr15_56720565_56720910_+	TEX9	-0.16	-0.145	-0.76	0.65	0
chr18_56381315_56381341_+	MALT1	0.15	0.145	0.56	0.54	0
chr17_80678126_80678239_+	FN3KRP	0.21	0.215	0.87	0.72	0
chr16_68324299_68324443_+	SLC7A6	0.24	0.245	1.01	0.81	0
chr11_46403287_46403435_+	MDK	-0.16	-0.165	-0.85	0.7	0
chr1_144178762_144178870_+	NBPF8	-0.41	-0.415	-1.98	1.62	0.06
chr1_160232239_160232321_-	DCAF8	-0.21	-0.205	-1.03	0.82	0
chr21_45725140_45725300_+	PFKL	0.06	0.055	0.15	0.36	0
chr21_45725211_45725300_+	PFKL	0.06	0.055	0.15	0.36	0
chr1_155658450_155658539_-	YY1AP1	0.11	0.115	0.42	0.47	0
chr7_32529637_32530475_-	LSM5	0.27	0.285	1.19	0.93	0
chr17_8079277_8079344_-	TMEM107	0.07	0.075	0.24	0.39	0
chr14_50154854_50155021_-	POLE2	0.14	0.135	0.51	0.52	0
chr12_104169267_104169408_-	NT5DC3	-0.09	-0.085	-0.48	0.5	0
chr17_63014371_63014421_-	GNA13	-0.15	-0.145	-0.76	0.65	0
chr15_49311615_49311749_-	SECISBP2L	0.27	0.265	1.1	0.87	0
chr2_135703357_135703552_+	CCNT2	0.07	0.075	0.24	0.39	0
chr5_81600753_81601300_+	ATP6AP1L	0.03	0.035	0.06	0.32	0
chr7_76109738_76110094_+	DTX2	0.15	0.165	0.65	0.59	0
chr17_8366638_8366672_+	NDEL1	0.25	0.265	1.1	0.87	0
chr1_161138222_161138366_+	PPOX	0.03	0.045	0.1	0.34	0
chr9_130149472_130149610_+	GARNL3	-0.04	-0.025	-0.21	0.38	0
chr1_100440527_100440625_+	SLC35A3	-0.05	-0.045	-0.3	0.42	0
chr14_69061202_69062713_+	RAD51B	-0.1	-0.095	-0.53	0.53	0
chr19_38054707_38057193_-	ZNF571	-0.14	-0.125	-0.67	0.6	0
chr16_2255742_2255876_+	MLST8	-0.06	-0.045	-0.3	0.42	0
chr16_28915021_28915062_+	ATP2A1	0.1	0.105	0.37	0.45	0
chr19_38027799_38034237_+	ZNF793	-0.14	-0.125	-0.67	0.6	0
chr18_6898435_6898718_+	ARHGAP28	-0.15	-0.135	-0.71	0.62	0
chr19_48722128_48722269_-	CARD8	0.07	0.075	0.24	0.39	0
chr11_73130919_73131044_-	FAM168A	-0.07	-0.065	-0.39	0.46	0
chr17_55756910_55762046_+	MSI2	0.2	0.195	0.78	0.66	0
chr3_141905036_141905109_-	GK5	-0.31	-0.305	-1.48	1.16	0
chr16_29874136_29874211_-	CDIPT	-0.43	-0.415	-1.98	1.62	0.06
chr9_108126836_108127001_+	SLC44A1	0.2	0.205	0.83	0.69	0
chr19_44529552_44529630_+	ZNF222	0.27	0.285	1.19	0.93	0
chr22_38239918_38240283_-	ANKRD54	-0.14	-0.125	-0.67	0.6	0
chr17_56292102_56292259_-	MKS1	-0.16	-0.145	-0.76	0.65	0
chr16_86581641_86581717_-	MTHFSD	0.32	0.335	1.41	1.1	0
chr4_186611716_186611765_-	SORBS2	-0.2	-0.185	-0.94	0.76	0
chr19_9268510_9268751_+	ZNF317	-0.15	-0.135	-0.71	0.62	0
chr17_37557614_37557916_-	FBXL20	0.01	0.025	0.01	0.3	0
chr10_12209752_12209892_+	SEC61A2	-0.18	-0.165	-0.85	0.7	0
chr3_11760891_11761093_-	VGLL4	0.12	0.125	0.46	0.49	0
chr2_28070901_28070964_-	RBKS	-0.38	-0.355	-1.7	1.35	0
chr2_201171247_201171324_+	SPATS2L	0.12	0.125	0.46	0.49	0
chr1_19653721_19653906_+	PQLC2	0.07	0.085	0.28	0.41	0
chr2_111320189_111320334_-	RGPD6	-0.21	-0.195	-0.98	0.79	0
chr1_146418138_146418348_+	NBPF12	-0.2	-0.195	-0.98	0.79	0
chr8_92036517_92036594_-	TMEM55A	0.1	0.105	0.37	0.45	0
chr7_99226814_99230024_+	ZSCAN25	0.07	0.075	0.24	0.39	0
chr1_144863318_144863442_-	PDE4DIP	0.26	0.245	1.01	0.81	0
chr7_43915512_43918859_-	URGCP	-0.03	-0.035	-0.26	0.4	0
chr19_58096320_58096358_+	ZIK1	-0.12	-0.105	-0.57	0.55	0
chr8_72181975_72182058_-	EYA1	-0.36	-0.345	-1.66	1.31	0
chr5_170323054_170323119_+	RANBP17	-0.16	-0.145	-0.76	0.65	0
chr10_38343306_38345789_+	ZNF33A	0.04	0.045	0.1	0.34	0
chr2_61430275_61430341_-	USP34	-0.26	-0.255	-1.25	0.98	0
chr4_4388766_4388900_+	NSG1	0.16	0.165	0.65	0.59	0
chr3_196014486_196014584_-	PCYT1A	-0.02	-0.015	-0.17	0.36	0
chr2_24369800_24369956_+	FAM228B	0.14	0.135	0.51	0.52	0
chr2_24369618_24369705_+	FAM228B	0.29	0.295	1.23	0.96	0
chr1_85594391_85594482_+	WDR63	-0.16	-0.155	-0.8	0.67	0
chrX_129474253_129474318_+	SLC25A14	-0.1	-0.085	-0.48	0.5	0
chr18_13037236_13037300_+	CEP192	-0.32	-0.305	-1.48	1.16	0
chr18_13040829_13040955_+	CEP192	-0.07	-0.055	-0.35	0.44	0
chr2_172330376_172330485_+	DCAF17	-0.13	-0.125	-0.67	0.6	0
chr22_30771468_30771652_+	CCDC157	-0.01	-0.015	-0.17	0.36	0
chr6_37259019_37259133_+	TBC1D22B	-0.19	-0.185	-0.94	0.76	0
chr16_20808696_20810389_-	ERI2	0.19	0.195	0.78	0.66	0
chr18_6898435_6898573_+	ARHGAP28	-0.15	-0.135	-0.71	0.62	0
chr11_118403632_118403922_+	TMEM25	-0.17	-0.165	-0.85	0.7	0
chr3_184033551_184033644_+	EIF4G1	-0.18	-0.165	-0.85	0.7	0
chr18_48510466_48511208_+	ELAC1	-0.2	-0.185	-0.94	0.76	0
chr10_70276841_70277022_-	SLC25A16	-0.24	-0.225	-1.12	0.88	0
chr10_70276841_70276942_-	SLC25A16	-0.11	-0.095	-0.53	0.53	0
chr16_89724246_89724356_+	SPATA33	-0.16	-0.155	-0.8	0.67	0
chr10_70404455_70406762_+	TET1	0.24	0.245	1.01	0.81	0
chr7_140043212_140043330_-	SLC37A3	0.27	0.265	1.1	0.87	0
chr15_25653767_25653795_-	UBE3A	0.03	0.035	0.06	0.32	0
chr14_74417004_74417198_+	COQ6	-0.34	-0.325	-1.57	1.24	0
chr2_25181416_25181470_-	DNAJC27	0.2	0.205	0.83	0.69	0
chr10_124739994_124740211_+	PSTK	-0.08	-0.075	-0.44	0.48	0
chr14_74417011_74417198_+	COQ6	-0.34	-0.325	-1.57	1.24	0
chr9_82242289_82242363_+	TLE4	0.41	0.425	1.82	1.46	0.01
chr19_9785691_9785720_-	ZNF562	-0.22	-0.215	-1.07	0.85	0
chr1_202736159_202736188_-	KDM5B	-0.21	-0.195	-0.98	0.79	0
chr17_18584928_18585159_-	ZNF286B	0.19	0.185	0.74	0.64	0
chr21_33873725_33873796_+	EVA1C	0.15	0.145	0.56	0.54	0
chr20_44054214_44054617_+	PIGT	-0.22	-0.215	-1.07	0.85	0
chr11_86108663_86108784_+	CCDC81	0.17	0.185	0.74	0.64	0
chr2_75937717_75938115_-	GCFC2	0.19	0.195	0.78	0.66	0
chr11_86119169_86119312_+	CCDC81	0.07	0.085	0.28	0.41	0
chr8_95907405_95907482_-	CCNE2	0.06	0.065	0.19	0.37	0
chr2_203070910_203071526_-	SUMO1	-0.2	-0.195	-0.98	0.79	0
chr1_151298648_151298849_-	PI4KB	0.34	0.335	1.41	1.1	0
chr20_57430233_57430388_+	GNAS	-0.06	-0.065	-0.39	0.46	0
chr1_236987419_236987519_+	MTR	-0.28	-0.275	-1.34	1.05	0
chr8_95907405_95907484_-	CCNE2	0.06	0.065	0.19	0.37	0
chr8_95957711_95957847_+	NDUFAF6	0.12	0.125	0.46	0.49	0
chr21_34635098_34635160_+	IFNAR2	-0.25	-0.235	-1.16	0.91	0
chr1_47778620_47778828_-	STIL	0.27	0.275	1.14	0.9	0
chr21_34635098_34636818_+	IFNAR2	-0.25	-0.235	-1.16	0.91	0
chr19_50388429_50388791_+	TBC1D17	-0.03	-0.015	-0.17	0.36	0
chr16_71718379_71718504_-	PHLPP2	-0.22	-0.215	-1.07	0.85	0
chr16_71487945_71488122_-	ZNF23	0.26	0.265	1.1	0.87	0
chr12_49490954_49491522_-	LMBR1L	0.12	0.125	0.46	0.49	0
chrX_96724693_96724837_+	DIAPH2	-0.03	-0.025	-0.21	0.38	0
chr2_85787938_85788108_-	GGCX	0.25	0.255	1.05	0.83	0
chr14_24437966_24438488_+	DHRS4	-0.26	-0.245	-1.21	0.95	0
chr6_157431606_157431695_+	ARID1B	-0.12	-0.115	-0.62	0.57	0
chr22_31492719_31492883_+	SMTN	-0.16	-0.155	-0.8	0.67	0
chr4_1283675_1283770_+	MAEA	0.17	0.175	0.69	0.61	0
chr4_2243247_2243517_-	HAUS3	-0.24	-0.235	-1.16	0.91	0
chr9_108120625_108120714_+	SLC44A1	0.21	0.215	0.87	0.72	0
chr22_51016978_51017096_-	CPT1B	-0.21	-0.195	-0.98	0.79	0
chr4_128597060_128597105_+	INTU	-0.13	-0.125	-0.67	0.6	0
chr6_26450335_26450361_+	BTN3A3	0.26	0.265	1.1	0.87	0
chr12_112369102_112369631_-	TMEM116	-0.24	-0.225	-1.12	0.88	0
chr7_30475614_30475697_-	NOD1	0.31	0.305	1.28	1	0
chr16_30018106_30018269_-	DOC2A	-0.33	-0.325	-1.57	1.24	0
chr2_230786596_230786668_-	TRIP12	0.21	0.215	0.87	0.72	0
chrX_148573139_148573198_-	IDS	0.08	0.075	0.24	0.39	0
chr2_86078391_86078826_-	ST3GAL5	0.2	0.205	0.83	0.69	0
chr3_43474103_43474219_-	ANO10	0.16	0.165	0.65	0.59	0
chr22_38234507_38234600_-	ANKRD54	0.15	0.155	0.6	0.56	0
chr22_38206034_38206164_+	GCAT	-0.13	-0.125	-0.67	0.6	0
chr17_40869994_40870085_-	EZH1	0.15	0.155	0.6	0.56	0
